Date,Game,Earnings,Players,Tournaments,ReleaseDate,Genre,TotalEarnings,TotalPlayers,TotalTournaments,Earnings_YoY_Growth,Players_YoY_Growth,Tournaments_YoY_Growth,Release_Decade
2008-04-01,Age of Mythology,50.0,1,1,2002-01-01,Strategy,155403.52,217,257,-83.33333333333334,-66.66666666666667,0.0,2000
2008-05-01,Counter-Strike,122087.06,215,10,2000-01-01,First-Person Shooter,13596060.66,4264,1023,552.6095388378577,290.90909090909093,100.0,2000
2008-05-01,WarCraft III,57697.95,64,9,2002-01-01,Strategy,6273482.33,752,1533,157.46174750003345,433.3333333333333,28.57142857142858,2000
2008-05-01,Halo 3,50000.0,1,1,2007-01-01,First-Person Shooter,2318079.4,214,43,-10.71428571428571,-96.875,0.0,2000
2008-05-01,Counter-Strike: Source,46247.73,94,4,2004-01-01,First-Person Shooter,3113222.29,1502,331,0.970235133559072,168.57142857142856,100.0,2000
2008-05-01,FIFA 08,26000.0,3,1,2007-01-01,Sports,207129.94,68,17,122.64601082573412,-57.14285714285714,-50.0,2000
2008-05-01,Call of Duty 4: Modern Warfare,20743.82,40,1,2007-01-01,First-Person Shooter,425409.27,431,87,-54.966601314411804,-39.39393939393939,-80.0,2000
2008-05-01,Super Smash Bros. Brawl,3437.0,15,5,2008-01-01,Fighting Game,248100.83,509,348,355.23178807947016,114.28571428571428,150.0,2000
2008-05-01,Quake III Arena,2376.54,8,1,1999-01-01,First-Person Shooter,1197552.96,308,114,23.27795039916174,-33.333333333333336,-50.0,2000
2008-05-01,StarCraft: Brood War,2121.94,8,1,1998-01-01,Strategy,7548789.3,658,536,237.88853503184714,166.66666666666666,0.0,2000
2008-05-01,Super Smash Bros. Melee,132.0,3,1,2001-01-01,Fighting Game,4061572.65,1963,2695,-30.526315789473678,-50.0,-50.0,2000
2008-05-01,Age of Mythology,50.0,1,1,2002-01-01,Strategy,155403.52,217,257,0.0,0.0,0.0,2000
2008-06-01,World of WarCraft,85500.0,22,2,2004-01-01,Role-Playing Game,8070537.61,487,202,242.0,633.3333333333333,0.0,2000
2008-06-01,WarCraft III,83908.02,30,9,2002-01-01,Strategy,6273482.33,752,1533,45.42634530342935,-53.125,0.0,2000
2008-06-01,StarCraft: Brood War,59015.3,27,4,1998-01-01,Strategy,7548789.3,658,536,2681.195509769362,237.5,300.0,2000
2008-06-01,Halo 3,56000.0,32,1,2007-01-01,First-Person Shooter,2318079.4,214,43,12.00000000000001,3100.0,0.0,2000
2008-06-01,Counter-Strike,52311.41,66,7,2000-01-01,First-Person Shooter,13596060.66,4264,1023,-57.15237143068232,-69.30232558139535,-30.000000000000004,2000
2008-06-01,Guitar Hero III: Legends of Rock,19000.0,8,1,2007-01-01,Music / Rhythm Game,19000.0,8,2,,,,2000
2008-06-01,Counter-Strike: Source,11846.83,45,3,2004-01-01,First-Person Shooter,3113222.29,1502,331,-74.38397517024079,-52.127659574468076,-25.0,2000
2008-06-01,Rainbow Six: Vegas 2,7500.0,0,1,2008-01-01,First-Person Shooter,79000.0,0,8,,,,2000
2008-06-01,Defense of the Ancients,7130.54,16,1,2003-01-01,Multiplayer Online Battle Arena,857420.65,468,94,-60.687763187346945,-46.666666666666664,-50.0,2000
2008-06-01,Super Smash Bros. Melee,5505.0,31,8,2001-01-01,Fighting Game,4061572.65,1963,2695,4070.4545454545455,933.3333333333334,700.0,2000
2008-06-01,Super Smash Bros. Brawl,1160.0,9,3,2008-01-01,Fighting Game,248100.83,509,348,-66.24963631073611,-40.0,-40.0,2000
2008-07-01,Counter-Strike: Source,515467.1,152,8,2004-01-01,First-Person Shooter,3113222.29,1502,331,4251.097297758135,237.77777777777777,166.66666666666666,2000
2008-07-01,StarCraft: Brood War,224225.42,148,4,1998-01-01,Strategy,7548789.3,658,536,279.9445567505376,448.1481481481482,0.0,2000
2008-07-01,Forza Motorsport 2,207000.0,16,1,2007-01-01,Racing,222000.0,17,2,1280.0,700.0,0.0,2000
2008-07-01,Dead or Alive 4,182000.0,16,1,2005-01-01,Fighting Game,497745.31,45,13,2261.0422834132887,433.3333333333333,-50.0,2000
2008-07-01,Counter-Strike,171801.91,127,11,2000-01-01,First-Person Shooter,13596060.66,4264,1023,228.4214858670412,92.42424242424244,57.14285714285714,2000
2008-07-01,FIFA 08,91000.0,8,2,2007-01-01,Sports,207129.94,68,17,250.0,166.66666666666666,100.0,2000
2008-07-01,World of WarCraft,72500.0,21,2,2004-01-01,Role-Playing Game,8070537.61,487,202,-15.204678362573098,-4.545454545454541,0.0,2000
2008-07-01,Halo 3,56000.0,32,1,2007-01-01,First-Person Shooter,2318079.4,214,43,0.0,0.0,0.0,2000
2008-07-01,WarCraft III,41035.81,15,7,2002-01-01,Strategy,6273482.33,752,1533,-51.09429348946621,-50.0,-22.22222222222222,2000
2008-07-01,Call of Duty 4: Modern Warfare,40429.32,26,4,2007-01-01,First-Person Shooter,425409.27,431,87,94.89814315781761,-35.0,300.0,2000
2008-07-01,Quake III Arena,15970.4,6,2,1999-01-01,First-Person Shooter,1197552.96,308,114,572.0021543925202,-25.0,100.0,2000
2008-07-01,Defense of the Ancients,12500.0,10,1,2003-01-01,Multiplayer Online Battle Arena,857420.65,468,94,75.30229127106782,-37.5,0.0,2000
2008-07-01,Gears of War,7500.0,0,1,2006-01-01,Third-Person Shooter,252195.57,33,18,0.0,,0.0,2000
2008-07-01,Rainbow Six: Vegas 2,7500.0,0,2,2008-01-01,First-Person Shooter,79000.0,0,8,0.0,,100.0,2000
2008-07-01,TrackMania Nations Forever,5429.27,4,2,2008-01-01,Racing,197070.19,140,85,871.9423558897244,300.0,100.0,2000
2008-07-01,Super Smash Bros. Brawl,3929.87,20,5,2008-01-01,Fighting Game,248100.83,509,348,238.78189655172415,122.22222222222223,66.66666666666667,2000
2008-07-01,Team Fortress 2,2377.94,12,1,2007-01-01,First-Person Shooter,769120.02,1459,206,-52.07292838168487,inf,0.0,2000
2008-07-01,Age of Mythology,420.0,3,1,2002-01-01,Strategy,155403.52,217,257,740.0,200.0,0.0,2000
2008-07-01,Super Smash Bros. Melee,379.61,9,3,2001-01-01,Fighting Game,4061572.65,1963,2695,-93.10426884650317,-70.96774193548387,-62.5,2000
2008-07-01,Age of Empires II,270.2,6,1,1999-01-01,Strategy,3253232.59,1994,1613,-96.27310344827586,-25.0,0.0,2000
2008-08-01,Counter-Strike,235297.83,187,13,2000-01-01,First-Person Shooter,13596060.66,4264,1023,36.958797489504036,47.24409448818898,18.181818181818187,2000
2008-08-01,StarCraft: Brood War,110351.23,43,5,1998-01-01,Strategy,7548789.3,658,536,-50.78558443552029,-70.94594594594594,25.0,2000
2008-08-01,World of WarCraft,108900.0,40,4,2004-01-01,Role-Playing Game,8070537.61,487,202,50.20689655172414,90.47619047619047,100.0,2000
2008-08-01,WarCraft III,74732.66,53,14,2002-01-01,Strategy,6273482.33,752,1533,82.11571795463526,253.33333333333331,100.0,2000
2008-08-01,Call of Duty 4: Modern Warfare,74041.67,61,6,2007-01-01,First-Person Shooter,425409.27,431,87,83.1385489540759,134.6153846153846,50.0,2000
2008-08-01,Counter-Strike: Source,62955.01,123,7,2004-01-01,First-Person Shooter,3113222.29,1502,331,-87.78680346427541,-19.07894736842105,-12.5,2000
2008-08-01,Halo 3,56000.0,32,1,2007-01-01,First-Person Shooter,2318079.4,214,43,0.0,0.0,0.0,2000
2008-08-01,FIFA 08,35381.05,26,4,2007-01-01,Sports,207129.94,68,17,-61.11972527472527,225.0,100.0,2000
2008-08-01,Defense of the Ancients,26000.0,15,2,2003-01-01,Multiplayer Online Battle Arena,857420.65,468,94,108.0,50.0,100.0,2000
2008-08-01,Quake Live,25000.0,19,2,2010-01-01,First-Person Shooter,684854.12,225,411,,,,2000
2008-08-01,Quake III Arena,23000.0,3,1,1999-01-01,First-Person Shooter,1197552.96,308,114,44.01643039623304,-50.0,-50.0,2000
2008-08-01,TrackMania Nations Forever,23000.0,3,1,2008-01-01,Racing,197070.19,140,85,323.62969607332104,-25.0,-50.0,2000
2008-08-01,Team Fortress 2,9700.0,24,3,2007-01-01,First-Person Shooter,769120.02,1459,206,307.91609544395567,100.0,200.0,2000
2008-08-01,World in Conflict,7515.35,0,2,2007-01-01,Strategy,293338.23,38,11,1162.2778729550876,,100.0,2000
2008-08-01,Gears of War,7500.0,0,1,2006-01-01,Third-Person Shooter,252195.57,33,18,0.0,,0.0,2000
2008-08-01,Rainbow Six: Vegas 2,7500.0,0,1,2008-01-01,First-Person Shooter,79000.0,0,8,0.0,,-50.0,2000
2008-08-01,Super Smash Bros. Brawl,4130.0,9,4,2008-01-01,Fighting Game,248100.83,509,348,5.092534867565601,-55.00000000000001,-19.999999999999996,2000
2008-08-01,Age of Empires II,3360.3,8,1,1999-01-01,Strategy,3253232.59,1994,1613,1143.634344929682,33.33333333333333,0.0,2000
2008-08-01,Street Fighter III: 3rd Strike,2040.0,3,1,1999-01-01,Fighting Game,54341.18,108,45,-80.09756097560977,-62.5,0.0,2000
2008-08-01,Unreal Tournament 2003,1700.0,1,1,2002-01-01,First-Person Shooter,147473.91,33,14,-96.53061224489797,-87.5,-50.0,2000
2008-08-01,Marvel vs. Capcom 2,1610.0,3,1,2000-01-01,Fighting Game,39279.73,68,29,-84.29268292682927,-62.5,0.0,2000
2008-08-01,Capcom vs. SNK 2,1450.0,3,1,2001-01-01,Fighting Game,24976.79,38,22,-85.85365853658537,-62.5,0.0,2000
2008-08-01,Super Street Fighter II Turbo,1370.0,3,1,1994-01-01,Fighting Game,25646.29,114,51,-86.63414634146342,-62.5,0.0,2000
2008-08-01,Tekken 5: Dark Resurrection,740.0,3,1,2006-01-01,Fighting Game,12180.0,18,5,-92.78048780487805,-62.5,0.0,2000
2008-09-01,Counter-Strike,71910.88,184,11,2000-01-01,First-Person Shooter,13596060.66,4264,1023,-69.4383581863037,-1.6042780748663055,-15.384615384615385,2000
2008-09-01,World of WarCraft,27900.0,9,1,2004-01-01,Role-Playing Game,8070537.61,487,202,-74.3801652892562,-77.5,-75.0,2000
2008-09-01,Team Fortress 2,27599.92,24,1,2007-01-01,First-Person Shooter,769120.02,1459,206,184.53525773195872,0.0,-66.66666666666667,2000
2008-09-01,WarCraft III,24698.79,19,8,2002-01-01,Strategy,6273482.33,752,1533,-66.95047386243176,-64.15094339622642,-42.85714285714286,2000
2008-09-01,Counter-Strike: Source,20075.02,46,3,2004-01-01,First-Person Shooter,3113222.29,1502,331,-68.11211689109413,-62.601626016260155,-57.14285714285714,2000
2008-09-01,Need for Speed: ProStreet,7000.0,8,1,2007-01-01,Racing,32208.46,12,3,-9.1906814071812,166.66666666666666,0.0,2000
2008-09-01,StarCraft: Brood War,7000.0,8,1,1998-01-01,Strategy,7548789.3,658,536,-93.6566180549143,-81.3953488372093,-80.0,2000
2008-09-01,Call of Duty 4: Modern Warfare,6500.0,10,1,2007-01-01,First-Person Shooter,425409.27,431,87,-91.22115965239574,-83.60655737704919,-83.33333333333334,2000
2008-09-01,FIFA 08,1124.4,4,1,2007-01-01,Sports,207129.94,68,17,-96.82202761082557,-84.61538461538461,-75.0,2000
2008-09-01,Age of Empires III,500.0,3,1,2005-01-01,Strategy,115843.65,166,163,900.0,200.0,0.0,2000
2008-09-01,Age of Mythology,50.0,1,1,2002-01-01,Strategy,155403.52,217,257,-88.09523809523809,-66.66666666666667,0.0,2000
2008-10-01,Counter-Strike,206670.12,96,11,2000-01-01,First-Person Shooter,13596060.66,4264,1023,187.39756765596525,-47.82608695652174,0.0,2000
2008-10-01,World of WarCraft,202500.0,34,4,2004-01-01,Role-Playing Game,8070537.61,487,202,625.8064516129032,277.77777777777777,300.0,2000
2008-10-01,Madden NFL 2009,100000.0,1,1,2008-01-01,Sports,100000.0,1,1,,,,2000
2008-10-01,WarCraft III,96074.35,15,9,2002-01-01,Strategy,6273482.33,752,1533,288.98403525030983,-21.052631578947366,12.5,2000
2008-10-01,Halo 3,56000.0,32,1,2007-01-01,First-Person Shooter,2318079.4,214,43,0.0,0.0,0.0,2000
2008-10-01,StarCraft: Brood War,45200.0,6,2,1998-01-01,Strategy,7548789.3,658,536,545.7142857142858,-25.0,100.0,2000
2008-10-01,Counter-Strike: Source,22658.13,36,5,2004-01-01,First-Person Shooter,3113222.29,1502,331,12.867284814660218,-21.739130434782606,66.66666666666667,2000
2008-10-01,Quake III Arena,15000.0,4,2,1999-01-01,First-Person Shooter,1197552.96,308,114,-34.78260869565217,33.33333333333333,100.0,2000
2008-10-01,Defense of the Ancients,9495.85,10,1,2003-01-01,Multiplayer Online Battle Arena,857420.65,468,94,-63.4775,-33.333333333333336,-50.0,2000
2008-10-01,Call of Duty 4: Modern Warfare,8509.72,10,2,2007-01-01,First-Person Shooter,425409.27,431,87,30.918769230769215,0.0,100.0,2000
2008-10-01,Gears of War,7500.0,0,1,2006-01-01,Third-Person Shooter,252195.57,33,18,0.0,,0.0,2000
2008-10-01,Rainbow Six: Vegas 2,7500.0,0,1,2008-01-01,First-Person Shooter,79000.0,0,8,0.0,,0.0,2000
2008-10-01,Super Smash Bros. Melee,4530.0,5,2,2001-01-01,Fighting Game,4061572.65,1963,2695,1093.3299965754327,-44.44444444444444,-33.333333333333336,2000
2008-10-01,Tekken 5: Dark Resurrection,980.0,3,1,2006-01-01,Fighting Game,12180.0,18,5,32.432432432432435,0.0,0.0,2000
2008-10-01,Marvel vs. Capcom 2,850.0,4,2,2000-01-01,Fighting Game,39279.73,68,29,-47.20496894409938,33.33333333333333,100.0,2000
2008-10-01,Street Fighter III: 3rd Strike,850.0,3,1,1999-01-01,Fighting Game,54341.18,108,45,-58.33333333333333,0.0,0.0,2000
2008-10-01,Super Smash Bros. Brawl,670.0,3,1,2008-01-01,Fighting Game,248100.83,509,348,-83.7772397094431,-66.66666666666667,-75.0,2000
2008-10-01,Super Street Fighter II Turbo,400.0,3,1,1994-01-01,Fighting Game,25646.29,114,51,-70.8029197080292,0.0,0.0,2000
2008-10-01,Capcom vs. SNK 2,0.0,3,1,2001-01-01,Fighting Game,24976.79,38,22,-100.0,0.0,0.0,2000
2008-11-01,Halo 3,350000.0,44,2,2007-01-01,First-Person Shooter,2318079.4,214,43,525.0,37.5,100.0,2000
2008-11-01,Counter-Strike,315335.06,249,14,2000-01-01,First-Person Shooter,13596060.66,4264,1023,52.57893110044161,159.375,27.27272727272727,2000
2008-11-01,StarCraft: Brood War,189354.74,59,5,1998-01-01,Strategy,7548789.3,658,536,318.92641592920353,883.3333333333334,150.0,2000
2008-11-01,WarCraft III,112582.55,28,13,2002-01-01,Strategy,6273482.33,752,1533,17.18273399715948,86.66666666666667,44.44444444444444,2000
2008-11-01,World of WarCraft,60000.0,30,2,2004-01-01,Role-Playing Game,8070537.61,487,202,-70.37037037037037,-11.764705882352944,-50.0,2000
2008-11-01,Counter-Strike: Source,43423.04,140,8,2004-01-01,First-Person Shooter,3113222.29,1502,331,91.64441196162261,288.88888888888886,60.00000000000001,2000
2008-11-01,Red Stone,35000.0,6,1,2004-01-01,Role-Playing Game,58000.0,12,2,,,,2000
2008-11-01,Gears of War,34000.0,0,1,2006-01-01,Third-Person Shooter,252195.57,33,18,353.3333333333333,,0.0,2000
2008-11-01,Rainbow Six: Vegas 2,34000.0,0,1,2008-01-01,First-Person Shooter,79000.0,0,8,353.3333333333333,,0.0,2000
2008-11-01,Defense of the Ancients,26429.85,20,3,2003-01-01,Multiplayer Online Battle Arena,857420.65,468,94,178.33053386479355,100.0,200.0,2000
2008-11-01,FIFA 08,23000.0,3,1,2007-01-01,Sports,207129.94,68,17,1945.535396655994,-25.0,0.0,2000
2008-11-01,Call of Duty 4: Modern Warfare,22619.37,44,3,2007-01-01,First-Person Shooter,425409.27,431,87,165.80627799739594,340.00000000000006,50.0,2000
2008-11-01,Age of Empires III,17500.0,3,1,2005-01-01,Strategy,115843.65,166,163,3400.0,0.0,0.0,2000
2008-11-01,Asphalt 4,17500.0,3,1,2008-01-01,Racing,29500.0,5,2,,,,2000
2008-11-01,Carom 3D,17500.0,3,1,1999-01-01,Sports,60500.0,11,4,-12.5,0.0,0.0,2000
2008-11-01,Command & Conquer 3,17500.0,3,1,2007-01-01,Strategy,53086.67,9,8,63.774717114270764,-25.0,-50.0,2000
2008-11-01,Need for Speed: ProStreet,17500.0,3,1,2007-01-01,Racing,32208.46,12,3,150.0,-62.5,0.0,2000
2008-11-01,Project Gotham Racing 4,17500.0,3,1,2007-01-01,Racing,25208.46,5,4,127.02329648204697,0.0,0.0,2000
2008-11-01,Virtua Fighter 5,17500.0,3,1,2007-01-01,Fighting Game,39830.0,14,7,70.73170731707317,-62.5,0.0,2000
2008-11-01,Team Fortress 2,15000.0,37,1,2007-01-01,First-Person Shooter,769120.02,1459,206,-45.65201638265618,54.16666666666667,0.0,2000
2008-11-01,Quake III Arena,8298.4,14,5,1999-01-01,First-Person Shooter,1197552.96,308,114,-44.67733333333334,250.0,150.0,2000
2008-11-01,TrackMania Nations Forever,4312.95,6,2,2008-01-01,Racing,197070.19,140,85,-81.24804347826087,100.0,100.0,2000
2008-11-01,QuakeWorld,2775.07,0,1,1996-01-01,First-Person Shooter,105351.67,59,17,-81.49953333333333,-100.0,0.0,2000
2008-11-01,Day of Defeat: Source,2285.82,12,1,2005-01-01,First-Person Shooter,14068.57,50,8,129.48387161544872,inf,0.0,2000
2008-11-01,Super Smash Bros. Brawl,2180.0,33,12,2008-01-01,Fighting Game,248100.83,509,348,225.37313432835822,1000.0,1100.0,2000
2008-11-01,Age of Empires II,1107.86,3,2,1999-01-01,Strategy,3253232.59,1994,1613,-67.03091985834598,-62.5,100.0,2000
2008-11-01,Marvel vs. Capcom 2,150.0,3,1,2000-01-01,Fighting Game,39279.73,68,29,-82.35294117647058,-25.0,-50.0,2000
2008-11-01,Guilty Gear XX Accent Core,80.0,3,1,2007-01-01,Fighting Game,10365.0,33,4,-99.21951219512195,-86.95652173913044,0.0,2000
2008-12-01,Counter-Strike,111755.89,120,9,2000-01-01,First-Person Shooter,13596060.66,4264,1023,-64.55963697788631,-51.80722891566265,-35.71428571428571,2000
2008-12-01,WarCraft III,77625.71,23,10,2002-01-01,Strategy,6273482.33,752,1533,-31.0499628938943,-17.85714285714286,-23.076923076923073,2000
2008-12-01,StarCraft: Brood War,27460.61,12,4,1998-01-01,Strategy,7548789.3,658,536,-85.4977963583061,-79.66101694915254,-19.999999999999996,2000
2008-12-01,Counter-Strike: Source,17464.19,25,3,2004-01-01,First-Person Shooter,3113222.29,1502,331,-59.7812820106561,-82.14285714285714,-62.5,2000
2008-12-01,FIFA 08,13250.07,20,1,2007-01-01,Sports,207129.94,68,17,-42.391,566.6666666666667,0.0,2000
2008-12-01,Wolfenstein: Enemy Territory,7364.76,18,1,2003-01-01,First-Person Shooter,140963.24,152,18,58.37784831359192,0.0,0.0,2000
2008-12-01,TrackMania Nations Forever,1378.43,3,1,2008-01-01,Racing,197070.19,140,85,-68.03974078067216,-50.0,-50.0,2000
2008-12-01,Quake III Arena,974.36,1,1,1999-01-01,First-Person Shooter,1197552.96,308,114,-88.25845946206498,-92.85714285714286,-80.0,2000
2008-12-01,Super Smash Bros. Melee,770.0,13,3,2001-01-01,Fighting Game,4061572.65,1963,2695,-83.00220750551877,160.0,50.0,2000
2008-12-01,Super Smash Bros. Brawl,490.0,15,4,2008-01-01,Fighting Game,248100.83,509,348,-77.52293577981652,-54.54545454545454,-66.66666666666667,2000
2008-12-01,Age of Mythology,450.0,3,1,2002-01-01,Strategy,155403.52,217,257,800.0,200.0,0.0,2000
2009-01-01,WarCraft III,65015.25,27,9,2002-01-01,Strategy,6273482.33,752,1533,-16.24521051079598,17.391304347826097,-9.999999999999998,2000
2009-01-01,Counter-Strike,57965.08,61,6,2000-01-01,First-Person Shooter,13596060.66,4264,1023,-48.13241610800111,-49.16666666666667,-33.333333333333336,2000
2009-01-01,Counter-Strike: Source,37544.24,55,4,2004-01-01,First-Person Shooter,3113222.29,1502,331,114.9784215586294,120.00000000000001,33.33333333333333,2000
2009-01-01,StarCraft: Brood War,27792.16,8,1,1998-01-01,Strategy,7548789.3,658,536,1.207365750433076,-33.333333333333336,-75.0,2000
2009-01-01,Call of Duty 4: Modern Warfare,22797.54,20,2,2007-01-01,First-Person Shooter,425409.27,431,87,0.7876877207455557,-54.54545454545454,-33.333333333333336,2000
2009-01-01,Super Smash Bros. Melee,2660.0,21,6,2001-01-01,Fighting Game,4061572.65,1963,2695,245.45454545454547,61.53846153846154,100.0,2000
2009-01-01,TrackMania Nations Forever,1459.5,4,1,2008-01-01,Racing,197070.19,140,85,5.881328758079829,33.33333333333333,0.0,2000
2009-01-01,Super Smash Bros. Brawl,1230.0,27,9,2008-01-01,Fighting Game,248100.83,509,348,151.0204081632653,80.0,125.0,2000
2009-01-01,Super Smash Bros.,100.0,7,2,1999-01-01,Fighting Game,76319.05,239,128,inf,133.33333333333334,100.0,2000
2009-02-01,StarCraft: Brood War,76015.37,8,1,1998-01-01,Strategy,7548789.3,658,536,173.5137175376077,0.0,0.0,2000
2009-02-01,Counter-Strike,40217.33,126,11,2000-01-01,First-Person Shooter,13596060.66,4264,1023,-30.618003114978876,106.55737704918033,83.33333333333333,2000
2009-02-01,FIFA 09,38402.95,12,2,2008-01-01,Sports,121618.34,52,19,,,,2000
2009-02-01,Counter-Strike: Source,18240.44,61,6,2004-01-01,First-Person Shooter,3113222.29,1502,331,-51.41614266262948,10.909090909090914,50.0,2000
2009-02-01,Super Smash Bros. Brawl,7660.75,38,11,2008-01-01,Fighting Game,248100.83,509,348,522.8252032520326,40.74074074074075,22.222222222222232,2000
2009-02-01,FIFA 08,2560.19,3,1,2007-01-01,Sports,207129.94,68,17,-80.67791339970279,-85.0,0.0,2000
2009-02-01,Super Smash Bros. Melee,2015.97,17,5,2001-01-01,Fighting Game,4061572.65,1963,2695,-24.211654135338346,-19.047619047619047,-16.666666666666664,2000
2009-02-01,WarCraft III,840.61,6,5,2002-01-01,Strategy,6273482.33,752,1533,-98.7070571904284,-77.77777777777779,-44.44444444444444,2000
2009-02-01,Call of Duty 4: Modern Warfare,770.25,0,3,2007-01-01,First-Person Shooter,425409.27,431,87,-96.62134598733022,-100.0,50.0,2000
2009-02-01,TrackMania Nations Forever,736.24,4,1,2008-01-01,Racing,197070.19,140,85,-49.55532716683796,0.0,0.0,2000
2009-02-01,Quake III Arena,327.35,3,1,1999-01-01,First-Person Shooter,1197552.96,308,114,-66.40358799622317,200.0,0.0,2000
2009-03-01,Counter-Strike,218774.99,170,11,2000-01-01,First-Person Shooter,13596060.66,4264,1023,443.9818854210361,34.92063492063493,0.0,2000
2009-03-01,World of WarCraft,105000.0,36,2,2004-01-01,Role-Playing Game,8070537.61,487,202,75.0,19.999999999999996,0.0,2000
2009-03-01,StarCraft: Brood War,94054.87,36,3,1998-01-01,Strategy,7548789.3,658,536,23.731384850195436,350.0,200.0,2000
2009-03-01,Resistance 2,50400.0,194,1,2008-01-01,First-Person Shooter,50400.0,194,1,,,,2000
2009-03-01,WarCraft III,6988.69,16,6,2002-01-01,Strategy,6273482.33,752,1533,731.38316222743,166.66666666666666,19.999999999999996,2000
2009-03-01,Super Smash Bros. Brawl,5899.01,47,15,2008-01-01,Fighting Game,248100.83,509,348,-22.99696504911398,23.684210526315795,36.36363636363635,2000
2009-03-01,Super Smash Bros. Melee,5514.0,29,9,2001-01-01,Fighting Game,4061572.65,1963,2695,173.51597494010326,70.58823529411764,80.0,2000
2009-03-01,Call of Duty 4: Modern Warfare,2700.63,5,2,2007-01-01,First-Person Shooter,425409.27,431,87,250.61733203505358,inf,-33.333333333333336,2000
2009-03-01,TrackMania Nations Forever,2647.0,9,3,2008-01-01,Racing,197070.19,140,85,259.52950124959256,125.0,200.0,2000
2009-03-01,Defense of the Ancients,2632.35,0,1,2003-01-01,Multiplayer Online Battle Arena,857420.65,468,94,-90.04023859386263,-100.0,-66.66666666666667,2000
2009-03-01,Team Fortress 2,2027.49,18,1,2007-01-01,First-Person Shooter,769120.02,1459,206,-86.4834,-51.35135135135135,0.0,2000
2009-03-01,Age of Empires III,500.0,3,1,2005-01-01,Strategy,115843.65,166,163,-97.14285714285714,0.0,0.0,2000
2009-03-01,Age of Mythology,330.0,3,1,2002-01-01,Strategy,155403.52,217,257,-26.66666666666667,0.0,0.0,2000
2009-04-01,StarCraft: Brood War,81424.45,42,4,1998-01-01,Strategy,7548789.3,658,536,-13.428778329075353,16.666666666666675,33.33333333333333,2000
2009-04-01,Counter-Strike,75549.59,152,16,2000-01-01,First-Person Shooter,13596060.66,4264,1023,-65.4669896225341,-10.588235294117643,45.45454545454546,2000
2009-04-01,Halo 3,59708.89,48,2,2007-01-01,First-Person Shooter,2318079.4,214,43,-82.94031714285714,9.090909090909083,0.0,2000
2009-04-01,Counter-Strike: Source,24970.95,109,7,2004-01-01,First-Person Shooter,3113222.29,1502,331,36.89883577369846,78.68852459016394,16.666666666666675,2000
2009-04-01,Gears of War 2,15000.0,0,1,2008-01-01,Third-Person Shooter,135000.0,0,5,,,,2000
2009-04-01,WarCraft III,8660.83,13,7,2002-01-01,Strategy,6273482.33,752,1533,23.926372467515368,-18.75,16.666666666666675,2000
2009-04-01,Call of Duty 4: Modern Warfare,8347.31,44,2,2007-01-01,First-Person Shooter,425409.27,431,87,209.08750921081375,780.0000000000001,0.0,2000
2009-04-01,Super Smash Bros. Melee,6744.0,51,11,2001-01-01,Fighting Game,4061572.65,1963,2695,22.306855277475513,75.86206896551724,22.222222222222232,2000
2009-04-01,Defense of the Ancients,6306.37,15,1,2003-01-01,Multiplayer Online Battle Arena,857420.65,468,94,139.57186544342508,inf,0.0,2000
2009-04-01,TrackMania Nations Forever,3831.54,6,2,2008-01-01,Racing,197070.19,140,85,44.75028333962976,-33.333333333333336,-33.333333333333336,2000
2009-04-01,Quake III Arena,3303.34,3,1,1999-01-01,First-Person Shooter,1197552.96,308,114,909.1156254773178,0.0,0.0,2000
2009-04-01,Super Smash Bros. Brawl,3144.0,39,12,2008-01-01,Fighting Game,248100.83,509,348,-46.702921337648185,-17.021276595744684,-19.999999999999996,2000
2009-04-01,Team Fortress 2,2550.0,18,1,2007-01-01,First-Person Shooter,769120.02,1459,206,25.771273841054708,0.0,0.0,2000
2009-04-01,FIFA 09,1501.51,3,2,2008-01-01,Sports,121618.34,52,19,-96.09011807686649,-75.0,0.0,2000
2009-04-01,Age of Empires II,134.84,3,1,1999-01-01,Strategy,3253232.59,1994,1613,-87.82878703085227,0.0,-50.0,2000
2009-04-01,Marvel vs. Capcom 2,90.0,3,1,2000-01-01,Fighting Game,39279.73,68,29,-40.0,0.0,0.0,2000
2009-04-01,Street Fighter III: 3rd Strike,45.0,3,1,1999-01-01,Fighting Game,54341.18,108,45,-94.70588235294117,0.0,0.0,2000
2009-04-01,Guilty Gear XX Accent Core,35.0,3,1,2007-01-01,Fighting Game,10365.0,33,4,-56.25,0.0,0.0,2000
2009-04-01,King of Fighters XI,25.0,3,1,2005-01-01,Fighting Game,25.0,3,1,,,,2000
2009-05-01,Counter-Strike,162209.14,190,10,2000-01-01,First-Person Shooter,13596060.66,4264,1023,114.70551991082947,25.0,-37.5,2000
2009-05-01,FIFA 09,26000.0,3,1,2008-01-01,Sports,121618.34,52,19,1631.5901991994724,0.0,-50.0,2000
2009-05-01,WarCraft III,17194.31,17,8,2002-01-01,Strategy,6273482.33,752,1533,98.52958665624428,30.76923076923077,14.28571428571428,2000
2009-05-01,StarCraft: Brood War,12169.93,13,9,1998-01-01,Strategy,7548789.3,658,536,-85.05371543805332,-69.04761904761905,125.0,2000
2009-05-01,Counter-Strike: Source,11023.19,25,2,2004-01-01,First-Person Shooter,3113222.29,1502,331,-55.85594460763408,-77.06422018348624,-71.42857142857143,2000
