Date,Game,Earnings,Players,Tournaments,ReleaseDate,Genre,TotalEarnings,TotalPlayers,TotalTournaments,Earnings_YoY_Growth,Players_YoY_Growth,Tournaments_YoY_Growth,Release_Decade
2017-05-01,Overwatch,68135.63,255,24,2016-01-01,First-Person Shooter,34616725.38,4047,835,-78.54857745971412,-40.28103044496487,-36.8421052631579,2010
2017-05-01,Point Blank,50000.0,50,1,2008-01-01,First-Person Shooter,1903561.1,583,112,290.1138898490025,177.77777777777777,-50.0,2010
2017-05-01,Super Smash Bros. for Wii U,44425.19,118,31,2014-01-01,Fighting Game,1515451.47,1280,1035,100.90941364550102,81.53846153846153,72.22222222222223,2010
2017-05-01,Super Smash Bros. Melee,28557.36,93,23,2001-01-01,Fighting Game,4061572.65,1963,2695,-44.22174920045736,-21.1864406779661,-34.285714285714285,2010
2017-05-01,Injustice 2,24160.0,10,2,2017-01-01,Fighting Game,837447.16,81,38,,,,2010
2017-05-01,Brawlhalla,18390.0,58,10,2015-01-01,Fighting Game,3616487.83,850,666,19.879533780083957,-6.451612903225811,-28.57142857142857,2010
2017-05-01,World of WarCraft,18000.0,21,3,2004-01-01,Role-Playing Game,8070537.61,487,202,50.0,23.529411764705888,50.0,2010
2017-05-01,Age of Empires,8360.0,40,2,1997-01-01,Strategy,510716.46,473,265,55.621742367833214,25.0,-71.42857142857143,2010
2017-05-01,SMITE,7900.0,20,1,2014-01-01,Multiplayer Online Battle Arena,9250112.75,542,97,-95.21212121212122,-69.23076923076923,-50.0,2010
2017-05-01,Killer Instinct (2013),6690.0,8,1,2013-01-01,Fighting Game,226323.54,132,57,-77.7,-75.0,0.0,2010
2017-05-01,Clash Royale,5499.91,8,1,2016-01-01,Strategy,7771166.25,535,117,9.9982,100.0,0.0,2010
2017-05-01,Wolfenstein: Enemy Territory,4493.3,23,2,2003-01-01,First-Person Shooter,140963.24,152,18,113.22545437289419,27.777777777777768,100.0,2010
2017-05-01,Battlerite,4146.59,22,5,2016-01-01,Multiplayer Online Battle Arena,65227.95,88,76,211.12336619697177,83.33333333333333,-16.666666666666664,2010
2017-05-01,Project M,4065.25,14,2,2010-01-01,Fighting Game,205292.09,560,335,4268.887694787749,133.33333333333334,-33.333333333333336,2010
2017-05-01,Skullgirls 2nd Encore,3500.0,8,1,2015-01-01,Fighting Game,60123.02,77,25,118.75,0.0,0.0,2010
2017-05-01,WarCraft III,3206.88,17,10,2002-01-01,Strategy,6273482.33,752,1533,-81.07409000855151,-48.484848484848484,-44.44444444444444,2010
2017-05-01,Guilty Gear Xrd REV 2,3190.0,8,1,2017-01-01,Fighting Game,126399.3,126,61,,,,2010
2017-05-01,FIFA Online 3,2930.63,2,1,2012-01-01,Sports,1937542.85,124,25,-89.6279866658031,-80.0,0.0,2010
2017-05-01,King of Fighters XIV,2630.0,15,3,2016-01-01,Fighting Game,74402.09,89,39,1102.7255682078016,150.0,50.0,2010
2017-05-01,StarCraft: Brood War,2085.7,10,7,1998-01-01,Strategy,7548789.3,658,536,-58.99457376533501,-41.17647058823529,16.666666666666675,2010
2017-05-01,Tekken 7,1800.0,8,1,2015-01-01,Fighting Game,3671101.73,596,400,-65.40995924140198,166.66666666666666,0.0,2010
2017-05-01,Ultimate Marvel vs. Capcom 3,1640.0,14,3,2011-01-01,Fighting Game,174179.59,209,187,148.4848484848485,133.33333333333334,50.0,2010
2017-05-01,BlazBlue: Central Fiction,1610.0,15,3,2015-01-01,Fighting Game,89603.21,114,50,1912.5,400.0,200.0,2010
2017-05-01,Mortal Kombat XL,1450.0,8,1,2016-01-01,Fighting Game,134203.79,55,18,625.0,166.66666666666666,0.0,2010
2017-05-01,Chess.com,1400.0,8,1,2007-01-01,Strategy,6590063.33,1036,603,-74.55008180330849,-61.904761904761905,-75.0,2010
2017-05-01,Mystery Game Tournament,1280.0,8,1,2019-01-01,Fighting Game,10995.0,56,8,6.666666666666665,0.0,0.0,2010
2017-05-01,Super Street Fighter II Turbo,1270.0,12,2,1994-01-01,Fighting Game,25646.29,114,51,370.3703703703703,300.0,100.0,2010
2017-05-01,Vampire Savior,910.0,8,1,1997-01-01,Fighting Game,16642.38,37,22,133.33333333333334,166.66666666666666,0.0,2010
2017-05-01,Super Smash Bros.,887.31,4,1,1999-01-01,Fighting Game,76319.05,239,128,13.757692307692304,-66.66666666666667,-50.0,2010
2017-05-01,CrossFire,869.42,20,1,2007-01-01,First-Person Shooter,17865475.8,967,358,0.0,0.0,0.0,2010
2017-05-01,Age of Empires II,800.0,4,2,1999-01-01,Strategy,3253232.59,1994,1613,-83.35067637877212,-83.33333333333334,-33.333333333333336,2010
2017-05-01,Soul Calibur II HD Online,650.0,8,1,2013-01-01,Fighting Game,945.41,29,5,209.52380952380955,166.66666666666666,0.0,2010
2017-05-01,Capcom vs. SNK 2,470.0,3,1,2001-01-01,Fighting Game,24976.79,38,22,235.71428571428572,0.0,0.0,2010
2017-05-01,Guilty Gear Xrd -REVELATOR-,400.0,7,2,2016-01-01,Fighting Game,36437.43,61,19,-21.250541402527855,-22.22222222222222,-33.333333333333336,2010
2017-05-01,Yu-Gi-Oh! Duel Links,388.61,22,11,2016-01-01,Collectible Card Game,48746.72,328,219,279.3167398731089,83.33333333333333,37.5,2010
2017-05-01,Project Cars,229.0,2,4,2015-01-01,Racing,68955.21,53,127,-18.938053097345133,100.0,-19.999999999999996,2010
2017-05-01,Age of Mythology,148.0,2,1,2002-01-01,Strategy,155403.52,217,257,-76.58227848101265,-90.0,-66.66666666666667,2010
2017-05-01,PokkÃ©n Tournament,80.0,3,1,2016-01-01,Fighting Game,77216.66,65,26,-68.0,-40.0,-50.0,2010
2017-05-01,Quake Live,61.54,4,3,2010-01-01,First-Person Shooter,684854.12,225,411,-41.99264775190876,-19.999999999999996,-25.0,2010
2017-06-01,Counter-Strike: Global Offensive,2425614.7,866,76,2012-01-01,First-Person Shooter,161615824.69,16272,6886,116.86042966642715,-10.996916752312435,18.75,2010
2017-06-01,Dota 2,876130.64,209,10,2013-01-01,Multiplayer Online Battle Arena,337107974.16,4784,1841,70.08334840915511,-14.693877551020407,-23.076923076923073,2010
2017-06-01,StarCraft II,428338.92,149,49,2010-01-01,Strategy,40148652.88,2213,7245,355.7132018960117,26.271186440677962,0.0,2010
2017-06-01,Pro Evolution Soccer 2017,350000.0,3,1,2016-01-01,Sports,514697.71,39,16,191.66666666666666,-75.0,-66.66666666666667,2010
2017-06-01,CrossFire,332921.82,81,3,2007-01-01,First-Person Shooter,17865475.8,967,358,38192.404131489966,305.0,200.0,2010
2017-06-01,Gears of War 4,300000.0,60,1,2016-01-01,Third-Person Shooter,3142785.0,155,152,189.85507246376812,19.999999999999996,-87.5,2010
2017-06-01,Heroes of the Storm,250000.0,60,1,2015-01-01,Multiplayer Online Battle Arena,18451461.38,1322,500,-83.36149566576945,-70.58823529411764,-85.71428571428572,2010
2017-06-01,Call of Duty: Infinite Warfare,237200.0,86,11,2016-01-01,First-Person Shooter,4166705.06,343,84,-68.23340699736619,-39.00709219858156,10.000000000000009,2010
2017-06-01,Rocket League,210752.46,100,24,2015-01-01,Sports,35177053.26,3945,3674,163.0063843352605,-28.057553956834536,-35.13513513513513,2010
2017-06-01,League of Legends,207260.6,123,7,2009-01-01,Multiplayer Online Battle Arena,105011055.56,9211,2895,-88.53187104765409,-42.523364485981304,-30.000000000000004,2010
2017-06-01,Overwatch,199238.06,260,27,2016-01-01,First-Person Shooter,34616725.38,4047,835,192.41391031388423,1.9607843137254832,12.5,2010
2017-06-01,CrossFire Mobile,191191.0,55,1,2015-01-01,First-Person Shooter,3806431.5,279,17,3.005454912788741,7.843137254901955,0.0,2010
2017-06-01,Forza Motorsport 6,107750.0,24,1,2015-01-01,Racing,172600.0,43,9,330.99999999999994,100.0,0.0,2010
2017-06-01,Hearthstone,82579.63,65,9,2014-01-01,Collectible Card Game,29531545.82,3071,1124,-68.8751571608076,16.07142857142858,12.5,2010
2017-06-01,StarCraft: Brood War,65401.8,46,12,1998-01-01,Strategy,7548789.3,658,536,3035.7242172891597,359.99999999999994,71.42857142857142,2010
2017-06-01,Super Smash Bros. for Wii U,56459.96,80,20,2014-01-01,Fighting Game,1515451.47,1280,1035,27.089968551625777,-32.20338983050848,-35.483870967741936,2010
2017-06-01,Street Fighter V,56436.66,28,5,2016-01-01,Fighting Game,2264656.94,279,129,-80.81592288333212,-37.77777777777778,-28.57142857142857,2010
2017-06-01,Halo 5: Guardians,50000.0,33,1,2015-01-01,First-Person Shooter,7161730.97,248,109,-33.333333333333336,-35.29411764705882,0.0,2010
2017-06-01,Attack on Titan Tribute Game,45000.0,8,1,2013-01-01,Fighting Game,108650.0,21,15,-77.5,-55.55555555555556,-87.5,2010
2017-06-01,Super Smash Bros. Melee,40121.8,63,17,2001-01-01,Fighting Game,4061572.65,1963,2695,40.495479974339375,-32.25806451612904,-26.086956521739136,2010
2017-06-01,Injustice 2,24240.0,11,2,2017-01-01,Fighting Game,837447.16,81,38,0.3311258278145601,10.000000000000009,0.0,2010
2017-06-01,FIFA 17,19322.9,4,2,2016-01-01,Sports,1482612.63,135,48,-96.32355914042263,-92.15686274509804,-71.42857142857143,2010
2017-06-01,World of WarCraft,16000.0,22,3,2004-01-01,Role-Playing Game,8070537.61,487,202,-11.111111111111116,4.761904761904767,0.0,2010
2017-06-01,Clash Royale,15668.02,8,1,2016-01-01,Strategy,7771166.25,535,117,184.87775254504166,0.0,0.0,2010
2017-06-01,PokkÃ©n Tournament,11320.0,19,3,2016-01-01,Fighting Game,77216.66,65,26,14050.0,533.3333333333333,200.0,2010
2017-06-01,Heroes of Newerth,9041.42,25,2,2010-01-01,Multiplayer Online Battle Arena,3073445.72,820,395,-92.2402008442434,25.0,100.0,2010
2017-06-01,Project M,8120.0,31,4,2010-01-01,Fighting Game,205292.09,560,335,99.74171330176496,121.42857142857144,100.0,2010
2017-06-01,Tekken 7,7999.0,14,3,2015-01-01,Fighting Game,3671101.73,596,400,344.3888888888889,75.0,200.0,2010
2017-06-01,Point Blank,5890.19,15,1,2008-01-01,First-Person Shooter,1903561.1,583,112,-88.21961999999999,-70.0,0.0,2010
2017-06-01,Killer Instinct (2013),5780.0,8,1,2013-01-01,Fighting Game,226323.54,132,57,-13.602391629297461,0.0,0.0,2010
2017-06-01,Age of Empires II,4656.92,18,5,1999-01-01,Strategy,3253232.59,1994,1613,482.115,350.0,150.0,2010
2017-06-01,Age of Empires,4465.0,24,3,1997-01-01,Strategy,510716.46,473,265,-46.59090909090909,-40.0,50.0,2010
2017-06-01,Battlerite,3200.0,11,4,2016-01-01,Multiplayer Online Battle Arena,65227.95,88,76,-22.82815518293345,-50.0,-19.999999999999996,2010
2017-06-01,WarCraft III,2779.13,22,12,2002-01-01,Strategy,6273482.33,752,1533,-13.338509704136104,29.41176470588236,19.999999999999996,2010
2017-06-01,Super Smash Bros.,2170.0,20,3,1999-01-01,Fighting Game,76319.05,239,128,144.5593986318198,400.0,200.0,2010
2017-06-01,Guilty Gear Xrd REV 2,1590.0,10,2,2017-01-01,Fighting Game,126399.3,126,61,-50.15673981191222,25.0,100.0,2010
2017-06-01,Gwent,1533.85,22,8,2016-01-01,Collectible Card Game,1504997.17,344,122,-98.48574506456649,-4.347826086956519,-11.111111111111116,2010
2017-06-01,Age of Empires III,1500.0,3,1,2005-01-01,Strategy,115843.65,166,163,900.0,50.0,-50.0,2010
2017-06-01,Ultimate Marvel vs. Capcom 3,1450.0,8,1,2011-01-01,Fighting Game,174179.59,209,187,-11.585365853658535,-42.85714285714286,-66.66666666666667,2010
2017-06-01,Brawlhalla,1440.0,39,3,2015-01-01,Fighting Game,3616487.83,850,666,-92.16965742251224,-32.758620689655174,-70.0,2010
2017-06-01,Chess.com,1399.99,6,1,2007-01-01,Strategy,6590063.33,1036,603,-0.0007142857142872217,-25.0,0.0,2010
2017-06-01,King of Fighters XIV,780.0,11,2,2016-01-01,Fighting Game,74402.09,89,39,-70.34220532319392,-26.66666666666667,-33.333333333333336,2010
2017-06-01,BlazBlue: Central Fiction,760.0,8,1,2015-01-01,Fighting Game,89603.21,114,50,-52.79503105590062,-46.666666666666664,-66.66666666666667,2010
2017-06-01,Mortal Kombat XL,400.0,2,1,2016-01-01,Fighting Game,134203.79,55,18,-72.41379310344827,-75.0,0.0,2010
2017-06-01,Age of Mythology,285.0,10,3,2002-01-01,Strategy,155403.52,217,257,92.56756756756756,400.0,200.0,2010
2017-06-01,Paladins,250.88,9,1,2015-01-01,First-Person Shooter,2490507.6,572,79,-99.66761540951285,-85.0,-66.66666666666667,2010
2017-06-01,Quake Champions,191.44,7,2,2017-01-01,First-Person Shooter,3506250.52,315,283,,,,2010
2017-06-01,Super Smash Bros. Brawl,140.0,3,1,2008-01-01,Fighting Game,248100.83,509,348,-86.29828630709456,-78.57142857142857,-66.66666666666667,2010
2017-06-01,Project Cars,121.0,2,2,2015-01-01,Racing,68955.21,53,127,-47.161572052401745,0.0,-50.0,2010
2017-06-01,Yu-Gi-Oh! Duel Links,83.63,6,3,2016-01-01,Collectible Card Game,48746.72,328,219,-78.47970973469546,-72.72727272727273,-72.72727272727273,2010
2017-06-01,Quake Live,43.97,3,2,2010-01-01,First-Person Shooter,684854.12,225,411,-28.55053623659408,-25.0,-33.333333333333336,2010
2017-07-01,Counter-Strike: Global Offensive,1893093.71,1002,87,2012-01-01,First-Person Shooter,161615824.69,16272,6886,-21.95406343802254,15.704387990762125,14.473684210526304,2010
2017-07-01,Overwatch,822189.13,497,25,2016-01-01,First-Person Shooter,34616725.38,4047,835,312.6667013320648,91.15384615384616,-7.4074074074074066,2010
2017-07-01,Call of Duty: Infinite Warfare,789350.0,147,16,2016-01-01,First-Person Shooter,4166705.06,343,84,232.77824620573355,70.93023255813952,45.45454545454546,2010
2017-07-01,Dota 2,568000.28,243,11,2013-01-01,Multiplayer Online Battle Arena,337107974.16,4784,1841,-35.169453724389776,16.267942583732054,10.000000000000009,2010
2017-07-01,Arena of Valor,411824.23,133,3,2015-01-01,Multiplayer Online Battle Arena,77920901.06,1986,156,3387.668370877057,166.0,200.0,2010
2017-07-01,League of Legends,369124.31,417,18,2009-01-01,Multiplayer Online Battle Arena,105011055.56,9211,2895,78.09671013207526,239.02439024390242,157.14285714285717,2010
2017-07-01,Hearthstone,357510.65,90,10,2014-01-01,Collectible Card Game,29531545.82,3071,1124,332.9283747093563,38.46153846153846,11.111111111111116,2010
2017-07-01,FIFA Online 3,334940.55,46,3,2012-01-01,Sports,1937542.85,124,25,11328.960667160303,2200.0,200.0,2010
2017-07-01,Heroes of the Storm,257039.0,118,6,2015-01-01,Multiplayer Online Battle Arena,18451461.38,1322,500,2.815600000000007,96.66666666666666,500.0,2010
2017-07-01,H1Z1,219550.0,34,2,2016-01-01,Battle Royale,2067122.0,119,13,-26.816666666666666,36.00000000000001,100.0,2010
2017-07-01,StarCraft II,202118.8,180,67,2010-01-01,Strategy,40148652.88,2213,7245,-52.8133469636614,20.805369127516784,36.73469387755102,2010
2017-07-01,Halo 5: Guardians,200000.0,64,1,2015-01-01,First-Person Shooter,7161730.97,248,109,300.0,93.93939393939394,0.0,2010
2017-07-01,SMITE,200000.0,58,2,2014-01-01,Multiplayer Online Battle Arena,9250112.75,542,97,2431.6455696202534,190.0,100.0,2010
2017-07-01,Rocket League,144257.27,71,20,2015-01-01,Sports,35177053.26,3945,3674,-31.551323291789814,-29.000000000000004,-16.666666666666664,2010
2017-07-01,Clash Royale,106712.64,20,2,2016-01-01,Strategy,7771166.25,535,117,581.0856764288021,150.0,100.0,2010
2017-07-01,Paladins,100000.0,39,1,2015-01-01,First-Person Shooter,2490507.6,572,79,39759.69387755102,333.3333333333333,0.0,2010
2017-07-01,Street Fighter V,81287.01,18,3,2016-01-01,Fighting Game,2264656.94,279,129,44.03228327119286,-35.71428571428571,-40.0,2010
2017-07-01,World of WarCraft,66000.0,48,5,2004-01-01,Role-Playing Game,8070537.61,487,202,312.5,118.18181818181816,66.66666666666667,2010
2017-07-01,Injustice 2,61300.0,16,2,2017-01-01,Fighting Game,837447.16,81,38,152.8877887788779,45.45454545454546,0.0,2010
2017-07-01,Super Smash Bros. Melee,53521.28,96,25,2001-01-01,Fighting Game,4061572.65,1963,2695,33.397006116375614,52.38095238095237,47.058823529411775,2010
2017-07-01,Super Smash Bros. for Wii U,48314.17,98,23,2014-01-01,Fighting Game,1515451.47,1280,1035,-14.427551843819941,22.500000000000007,14.999999999999991,2010
2017-07-01,Tekken 7,42916.0,20,4,2015-01-01,Fighting Game,3671101.73,596,400,436.51706463307914,42.85714285714286,33.33333333333333,2010
2017-07-01,Old School Runescape,25000.0,2,1,2013-01-01,Role-Playing Game,457504.2,84,26,150.0,100.0,0.0,2010
2017-07-01,Rainbow Six Siege,21000.0,26,1,2015-01-01,First-Person Shooter,39493024.47,2933,543,-91.09643086864025,-79.52755905511812,-80.0,2010
2017-07-01,Guilty Gear Xrd REV 2,18170.0,8,1,2017-01-01,Fighting Game,126399.3,126,61,1042.7672955974845,-19.999999999999996,-50.0,2010
2017-07-01,King of Fighters XIV,17740.0,8,1,2016-01-01,Fighting Game,74402.09,89,39,2174.3589743589746,-27.27272727272727,-50.0,2010
2017-07-01,BlazBlue: Central Fiction,15000.0,8,1,2015-01-01,Fighting Game,89603.21,114,50,1873.6842105263158,0.0,0.0,2010
2017-07-01,Brawlhalla,13750.0,51,8,2015-01-01,Fighting Game,3616487.83,850,666,854.8611111111111,30.76923076923077,166.66666666666666,2010
2017-07-01,Heavy Metal Machines,12339.33,35,1,2017-01-01,Multiplayer Online Battle Arena,12339.33,35,1,,,,2010
2017-07-01,Heroes of Newerth,8684.59,24,1,2010-01-01,Multiplayer Online Battle Arena,3073445.72,820,395,-3.9466145804530672,-4.0000000000000036,-50.0,2010
2017-07-01,WarCraft III,7913.74,19,16,2002-01-01,Strategy,6273482.33,752,1533,184.75602076908956,-13.636363636363635,33.33333333333333,2010
2017-07-01,Hand of the Gods,7700.0,7,2,2017-01-01,Collectible Card Game,94434.2,48,36,,,,2010
2017-07-01,CrossFire,7662.0,46,2,2007-01-01,First-Person Shooter,17865475.8,967,358,-97.69855877875473,-43.20987654320988,-33.333333333333336,2010
2017-07-01,Ultimate Marvel vs. Capcom 3,6520.0,8,1,2011-01-01,Fighting Game,174179.59,209,187,349.65517241379314,0.0,0.0,2010
2017-07-01,Company of Heroes 2,3556.22,8,1,2013-01-01,Strategy,8561.22,11,6,,,,2010
2017-07-01,Quake Champions,3553.7,15,14,2017-01-01,First-Person Shooter,3506250.52,315,283,1756.2996239030504,114.28571428571428,600.0,2010
2017-07-01,PokkÃ©n Tournament,3320.0,3,1,2016-01-01,Fighting Game,77216.66,65,26,-70.6713780918728,-84.21052631578947,-66.66666666666667,2010
2017-07-01,osu!,3240.0,18,1,2007-01-01,Music / Rhythm Game,228205.84,854,205,1751.4285714285716,200.0,0.0,2010
2017-07-01,Project Cars,3221.5,10,6,2015-01-01,Racing,68955.21,53,127,2562.3966942148763,400.0,200.0,2010
2017-07-01,TrackMania 2: Stadium,2600.43,8,4,2013-01-01,Racing,200563.87,345,286,-32.300919513896844,-19.999999999999996,33.33333333333333,2010
2017-07-01,Vainglory,2400.0,12,1,2014-01-01,Multiplayer Online Battle Arena,937421.19,262,36,-97.27272727272728,-75.51020408163265,-50.0,2010
2017-07-01,Gwent,1773.08,21,8,2016-01-01,Collectible Card Game,1504997.17,344,122,15.596701111581979,-4.545454545454541,0.0,2010
2017-07-01,Chess.com,1400.0,9,1,2007-01-01,Strategy,6590063.33,1036,603,0.0007142908163615402,50.0,0.0,2010
2017-07-01,StarCraft: Brood War,1250.0,11,4,1998-01-01,Strategy,7548789.3,658,536,-98.08873761884229,-76.08695652173914,-66.66666666666667,2010
2017-07-01,ARMS,1195.0,17,5,2017-01-01,Fighting Game,22559.9,130,112,,,,2010
2017-07-01,Battlerite,1000.0,12,1,2016-01-01,Multiplayer Online Battle Arena,65227.95,88,76,-68.75,9.090909090909083,-75.0,2010
2017-07-01,Age of Empires II,737.0,14,4,1999-01-01,Strategy,3253232.59,1994,1613,-84.1740893122493,-22.22222222222222,-19.999999999999996,2010
2017-07-01,Super Smash Bros.,651.46,8,1,1999-01-01,Fighting Game,76319.05,239,128,-69.97880184331797,-60.0,-66.66666666666667,2010
2017-07-01,Yu-Gi-Oh! Duel Links,542.43,9,3,2016-01-01,Collectible Card Game,48746.72,328,219,548.6069592251584,50.0,0.0,2010
2017-07-01,Super Smash Bros. Brawl,426.26,8,1,2008-01-01,Fighting Game,248100.83,509,348,204.47142857142856,166.66666666666666,0.0,2010
2017-07-01,Street Fighter X Tekken,400.0,3,1,2012-01-01,Fighting Game,84090.64,115,93,400.0,0.0,0.0,2010
2017-07-01,Team Fortress 2,211.53,12,1,2007-01-01,First-Person Shooter,769120.02,1459,206,-98.69655959020469,-71.42857142857143,-50.0,2010
2017-07-01,Age of Mythology,157.22,5,3,2002-01-01,Strategy,155403.52,217,257,-44.83508771929825,-50.0,0.0,2010
2017-07-01,Xonotic,143.32,11,1,2010-01-01,First-Person Shooter,14935.01,96,44,170.61933534743198,22.222222222222232,0.0,2010
2017-08-01,Dota 2,24824809.87,214,15,2013-01-01,Multiplayer Online Battle Arena,337107974.16,4784,1841,4270.562963454877,-11.934156378600825,36.36363636363635,2010
2017-08-01,Call of Duty: Infinite Warfare,1525400.0,132,2,2016-01-01,First-Person Shooter,4166705.06,343,84,93.24760879204408,-10.204081632653061,-87.5,2010
2017-08-01,Quake Champions,1010259.18,65,10,2017-01-01,First-Person Shooter,3506250.52,315,283,28328.375495961955,333.3333333333333,-28.57142857142857,2010
2017-08-01,League of Legends,801587.34,524,26,2009-01-01,Multiplayer Online Battle Arena,105011055.56,9211,2895,117.15918412417756,25.659472422062347,44.44444444444444,2010
2017-08-01,Counter-Strike: Global Offensive,435758.74,1339,99,2012-01-01,First-Person Shooter,161615824.69,16272,6886,-76.98166035320038,33.632734530938116,13.793103448275868,2010
2017-08-01,Arena of Valor,403146.24,66,1,2015-01-01,Multiplayer Online Battle Arena,77920901.06,1986,156,-2.1072072422742116,-50.37593984962406,-66.66666666666667,2010
2017-08-01,PLAYERUNKNOWNâ€™S BATTLEGROUNDS,349000.0,34,4,2017-01-01,Battle Royale,56968205.8,3745,593,,,,2010
2017-08-01,Hearthstone,347849.16,210,8,2014-01-01,Collectible Card Game,29531545.82,3071,1124,-2.7024341792335593,133.33333333333334,-19.999999999999996,2010
2017-08-01,FIFA 17,299443.43,31,5,2016-01-01,Sports,1482612.63,135,48,1449.6816212887297,675.0,150.0,2010
2017-08-01,CrossFire,230514.61,65,3,2007-01-01,First-Person Shooter,17865475.8,967,358,2908.5435917515006,41.30434782608696,50.0,2010
2017-08-01,Rainbow Six Siege,210519.25,108,6,2015-01-01,First-Person Shooter,39493024.47,2933,543,902.4726190476191,315.3846153846154,500.0,2010
2017-08-01,StarCraft II,208699.04,136,73,2010-01-01,Strategy,40148652.88,2213,7245,3.255629857291864,-24.444444444444446,8.955223880597018,2010
2017-08-01,Heroes of the Storm,200083.27,81,4,2015-01-01,Multiplayer Online Battle Arena,18451461.38,1322,500,-22.158400087146312,-31.355932203389834,-33.333333333333336,2010
2017-08-01,Overwatch,177033.63,220,22,2016-01-01,First-Person Shooter,34616725.38,4047,835,-78.4680162336858,-55.73440643863179,-12.0,2010
2017-08-01,World of WarCraft,157000.0,49,4,2004-01-01,Role-Playing Game,8070537.61,487,202,137.87878787878788,2.083333333333326,-19.999999999999996,2010
2017-08-01,Rocket League,135142.86,113,17,2015-01-01,Sports,35177053.26,3945,3674,-6.318163375752228,59.1549295774648,-15.000000000000002,2010
2017-08-01,Injustice 2,81780.0,21,5,2017-01-01,Fighting Game,837447.16,81,38,33.4094616639478,31.25,150.0,2010
2017-08-01,Super Smash Bros. Melee,53828.73,87,17,2001-01-01,Fighting Game,4061572.65,1963,2695,0.5744444079065492,-9.375,-31.999999999999996,2010
2017-08-01,PokÃ©mon VGC,51500.0,16,1,2012-01-01,Strategy,627852.0,303,46,0.0,0.0,0.0,2010
2017-08-01,Super Smash Bros. for Wii U,46419.35,91,21,2014-01-01,Fighting Game,1515451.47,1280,1035,-3.9218721960865732,-7.14285714285714,-8.695652173913048,2010
2017-08-01,Old School Runescape,45000.0,32,4,2013-01-01,Role-Playing Game,457504.2,84,26,80.0,1500.0,300.0,2010
2017-08-01,Street Fighter V,37237.06,25,6,2016-01-01,Fighting Game,2264656.94,279,129,-54.190638824087635,38.888888888888886,100.0,2010
2017-08-01,Tekken 7,29610.0,22,5,2015-01-01,Fighting Game,3671101.73,596,400,-31.004753471898596,10.000000000000009,25.0,2010
2017-08-01,Team Fortress 2,28085.54,93,5,2007-01-01,First-Person Shooter,769120.02,1459,206,13177.331820545549,675.0,400.0,2010
2017-08-01,Gwent,26640.0,26,7,2016-01-01,Collectible Card Game,1504997.17,344,122,1402.4702777088457,23.809523809523814,-12.5,2010
2017-08-01,Point Blank,26434.78,16,1,2008-01-01,First-Person Shooter,1903561.1,583,112,348.79333264291984,6.666666666666665,0.0,2010
2017-08-01,Project Cars,23642.0,22,6,2015-01-01,Racing,68955.21,53,127,633.88173211237,120.00000000000001,0.0,2010
2017-08-01,PokkÃ©n Tournament,20455.0,16,4,2016-01-01,Fighting Game,77216.66,65,26,516.1144578313252,433.3333333333333,300.0,2010
2017-08-01,WarCraft III,17742.83,24,9,2002-01-01,Strategy,6273482.33,752,1533,124.20284214543318,26.315789473684205,-43.75,2010
2017-08-01,Paladins,16900.0,53,3,2015-01-01,First-Person Shooter,2490507.6,572,79,-83.1,35.897435897435905,200.0,2010
2017-08-01,Age of Empires,15840.21,34,7,1997-01-01,Strategy,510716.46,473,265,254.76394176931686,41.66666666666667,133.33333333333334,2010
2017-08-01,StarCraft: Brood War,11587.6,18,5,1998-01-01,Strategy,7548789.3,658,536,827.008,63.63636363636365,25.0,2010
2017-08-01,Brawlhalla,11120.0,55,7,2015-01-01,Fighting Game,3616487.83,850,666,-19.127272727272725,7.843137254901955,-12.5,2010
2017-08-01,Critical Ops,10000.0,0,1,2015-01-01,First-Person Shooter,74106.41,73,4,9297.6130062964,-100.0,0.0,2010
2017-08-01,Quake II,10000.0,3,1,1997-01-01,First-Person Shooter,130725.98,37,12,-50.0,0.0,0.0,2010
2017-08-01,Quake Live,10000.0,12,1,2010-01-01,First-Person Shooter,684854.12,225,411,22642.77916761428,300.0,-50.0,2010
2017-08-01,Doom (2016),7000.0,6,1,2016-01-01,First-Person Shooter,7000.0,6,1,,,,2010
2017-08-01,Age of Empires II,5800.0,4,1,1999-01-01,Strategy,3253232.59,1994,1613,686.9742198100407,-71.42857142857143,-75.0,2010
2017-08-01,QuakeWorld,5000.0,3,1,1996-01-01,First-Person Shooter,105351.67,59,17,-80.0,-81.25,0.0,2010
2017-08-01,Rage,5000.0,3,1,2011-01-01,First-Person Shooter,5000.0,3,1,,,,2010
2017-08-01,The Elder Scrolls: Legends,5000.0,3,1,2017-01-01,Collectible Card Game,5000.0,3,1,,,,2010
2017-08-01,Super Smash Bros.,4660.0,44,6,1999-01-01,Fighting Game,76319.05,239,128,615.3163663156602,450.0,500.0,2010
2017-08-01,Project M,4029.0,19,2,2010-01-01,Fighting Game,205292.09,560,335,-50.381773399014776,-38.70967741935484,-50.0,2010
2017-08-01,FIFA Online 3,3006.06,2,1,2012-01-01,Sports,1937542.85,124,25,-99.10250938562082,-95.65217391304348,-66.66666666666667,2010
2017-08-01,Super Smash Bros. Brawl,2160.0,14,2,2008-01-01,Fighting Game,248100.83,509,348,406.73297987143997,75.0,100.0,2010
2017-08-01,Chess.com,1400.0,7,1,2007-01-01,Strategy,6590063.33,1036,603,0.0,-22.22222222222222,0.0,2010
