Game,Genre,Earnings,Players,Tournaments,TotalPlayers,TotalTournaments
Brawl Stars,Strategy,0.0033633417108495044,0.015125072716695753,0.0,0.04258849557522124,0.026918829376035344
Minecraft,Multiplayer Online Battle Arena,0.002678216547528309,0.0692262943571844,0.029239766081871343,0.033370206489675515,0.013942573163997793
Dota 2,Multiplayer Online Battle Arena,0.002457919658559051,0.09482257126236183,0.017543859649122806,0.29400196656833827,0.25400331308669244
Clash Royale,Strategy,0.0023667960187459475,0.02094240837696335,0.017543859649122806,0.03287856440511308,0.016013252346769744
Onmyoji Arena,Multiplayer Online Battle Arena,0.0022342360090551786,0.0029086678301337987,0.0,0.0003072763028515241,0.0
Magic: The Gathering Online,Collectible Card Game,0.0017439549611812245,0.004653868528214078,0.0,0.010631760078662735,0.0020706791827719492
Chess.com,Strategy,0.001474887624313264,0.02210587550901687,0.05263157894736842,0.06366764995083579,0.0831032578685809
League of Legends,Multiplayer Online Battle Arena,0.0013149059159493046,0.030831878999418263,0.017543859649122806,0.5660644051130778,0.39950303699613476
Hearthstone,Collectible Card Game,0.001269325161674603,0.011634671320535195,0.011695906432748537,0.1887291052114061,0.15502484815019327
Rainbow Six Siege,First-Person Shooter,0.0011165260563864795,0.04072134962187318,0.011695906432748537,0.18024827925270404,0.0748205411374931
Age of Empires II,Strategy,0.0011085945492230274,0.06573589296102385,0.2046783625730994,0.12254178957718781,0.22252898950855882
Pok̩mon VGC,Strategy,0.0008346070171367288,0.02094240837696335,0.005847953216374269,0.018620943952802362,0.006212037548315848
Assetto Corsa Competizione,Racing,0.0007521926883997647,0.015125072716695753,0.005847953216374269,0.028883972468043265,0.007454445057979018
StarCraft: Remastered,Strategy,0.000746720157731578,0.0360674810936591,0.005847953216374269,0.023107177974434612,0.06474323578133628
WarCraft III: Reforged,Strategy,0.0007145855453440067,0.011634671320535195,0.07602339181286549,0.00915683382497542,0.06639977912755385
Super Smash Bros. Ultimate,Fighting Game,0.0005735521567697042,0.030831878999418263,0.05263157894736842,0.14509587020648967,0.23329652125897296
Farming Simulator 19,Strategy,0.0005032555745122962,0.02152414194299011,0.005847953216374269,0.008603736479842675,0.0041413583655438985
Hearthstone Battlegrounds,Collectible Card Game,0.0004982728460517785,0.002326934264107039,0.0,0.006022615535889873,0.0012424075096631696
Pok̩mon GO,Strategy,0.0004932901175912606,0.01861547411285631,0.023391812865497075,0.012598328416912488,0.005797901711761458
Point Blank,First-Person Shooter,0.0004205736732570022,0.015706806282722512,0.005847953216374269,0.03582841691248771,0.015323025952512427
